CATE,bedrooms,halls,AREA,floor,subway,school,price,LONG,LAT,NAME,DISTRICT
chaoyang,1,0,46.06,middle,1,0,4.885,116.4596527,39.92834651,10AM新坐标,方庄
chaoyang,1,1,59.09,middle,1,0,4.654,116.4596527,39.92834651,10AM新坐标,方庄
haidian,5,2,278.95,high,1,1,7.1662,116.3035556,39.95480697,10号名邸,紫竹桥
haidian,3,2,207,high,1,1,5.7972,116.3035556,39.95480697,10号名邸,紫竹桥
fengtai,2,1,53.32,low,1,1,7.1268,116.4188263,39.94381285,17号旁门,蒲黄榆
fengtai,2,1,58,low,1,1,7.069,116.4188263,39.94381285,17号旁门,蒲黄榆
haidian,2,1,55.8,low,1,1,5.7348,116.3331261,40.03770842,621小区,清河
haidian,2,1,58.9,middle,1,1,5.5179,116.3331261,40.03770842,621小区,清河
haidian,2,1,66.9,middle,1,1,4.5591,116.3331261,40.03770842,621小区,清河
fengtai,2,2,53,middle,1,0,7.3585,116.3917534,39.84567113,7克拉,马家堡
chaoyang,2,2,94.19,middle,1,0,6.0516,116.3448937,39.90108403,CBD传奇,大望路
chaoyang,1,0,38.94,high,1,0,5.6498,116.3448937,39.90108403,CBD传奇,大望路
chaoyang,1,0,48,high,1,0,5.5209,116.3448937,39.90108403,CBD传奇,大望路
chaoyang,1,0,36.74,middle,1,0,5.4437,116.3448937,39.90108403,CBD传奇,大望路
chaoyang,1,0,45,low,1,0,5.3334,116.3448937,39.90108403,CBD传奇,大望路
chaoyang,1,1,92.98,middle,1,0,5.0549,116.3448937,39.90108403,CBD传奇,大望路
chaoyang,1,1,64.6,middle,1,0,6.8576,116.4561529,39.90398133,CBD总部公寓二期,双井
chaoyang,1,1,80.74,low,1,0,6.6634,116.4561529,39.90398133,CBD总部公寓二期,双井
chaoyang,1,1,81,low,1,0,6.605,116.4561529,39.90398133,CBD总部公寓二期,双井
chaoyang,1,1,78.23,low,1,0,6.7749,116.4561529,39.90398133,CBD总部公寓一期,双井
chaoyang,4,2,218.28,low,1,1,7.101,116.4559206,39.95507543,CLASS,望京
fengtai,1,0,26.28,middle,1,0,5.5176,116.4297172,39.87274752,gogo新世代,方庄
fengtai,1,1,46,low,1,0,5.2174,116.4297172,39.87274752,gogo新世代,方庄
fengtai,1,1,46.39,low,1,0,4.57,116.4297172,39.87274752,gogo新世代,方庄
fengtai,2,1,58,low,1,0,4.569,116.4297172,39.87274752,gogo新世代,方庄
fengtai,1,1,46.39,high,1,0,4.5269,116.4297172,39.87274752,gogo新世代,方庄
fengtai,1,0,46.39,middle,1,0,4.4191,116.4297172,39.87274752,gogo新世代,方庄
fengtai,1,1,46.39,low,1,0,4.4191,116.4297172,39.87274752,gogo新世代,方庄
fengtai,1,1,60.56,high,1,0,4.3429,116.4297172,39.87274752,gogo新世代,方庄
fengtai,1,1,48.44,high,1,0,3.9637,116.4297172,39.87274752,gogo新世代,方庄
chaoyang,1,0,71.77,high,1,0,3.6227,116.4596527,39.92834651,MASTER领域,国展
dongcheng,3,2,302.42,high,1,0,7.6054,116.4344963,39.9480239,NAGA上院,东直门
dongcheng,3,2,305,low,1,0,7.541,116.4344963,39.9480239,NAGA上院,东直门
dongcheng,5,3,608,middle,1,0,6.9079,116.4344963,39.9480239,NAGA上院,东直门
dongcheng,3,2,306,middle,1,0,6.8628,116.4344963,39.9480239,NAGA上院,东直门
dongcheng,3,2,306,high,1,0,6.8628,116.4344963,39.9480239,NAGA上院,东直门
dongcheng,3,1,305.48,middle,1,0,6.0561,116.4344963,39.9480239,NAGA上院,东直门
chaoyang,3,1,141,high,1,0,4.5036,116.48146,39.91318701,SOHO现代城,CBD
chaoyang,3,1,143.19,low,1,0,3.9109,116.48146,39.91318701,SOHO现代城,CBD
chaoyang,3,2,146.72,middle,1,0,3.8509,116.48146,39.91318701,SOHO现代城,CBD
chaoyang,3,2,155.3,high,1,0,7.727,116.4546743,39.9729491,UHN国际村,三元桥
chaoyang,3,2,150.4,middle,1,0,7.4469,116.4546743,39.9729491,UHN国际村,三元桥
chaoyang,2,2,119.13,middle,1,0,7.3869,116.4546743,39.9729491,UHN国际村,三元桥
chaoyang,3,2,139.01,high,1,0,7.1938,116.4546743,39.9729491,UHN国际村,三元桥
chaoyang,1,0,46.44,high,1,0,7.106,116.4546743,39.9729491,UHN国际村,三元桥
chaoyang,4,2,192.68,high,1,0,7.0065,116.4546743,39.9729491,UHN国际村,三元桥
chaoyang,2,2,116.64,middle,1,0,6.5587,116.4546743,39.9729491,UHN国际村,三元桥
chaoyang,2,2,117,middle,1,0,6.3077,116.4546743,39.9729491,UHN国际村,三元桥
chaoyang,1,0,66.36,high,1,0,6.1785,116.4546743,39.9729491,UHN国际村,三元桥
chaoyang,1,0,54.62,high,1,0,6.0418,116.4546743,39.9729491,UHN国际村,三元桥
chaoyang,1,0,53.44,low,1,0,5.8009,116.4546743,39.9729491,UHN国际村,三元桥
haidian,4,2,212,low,1,0,9.9057,116.4596527,39.92834651,Wehouse,四季青
haidian,6,2,240,middle,1,0,7.2917,116.4596527,39.92834651,Wehouse,四季青
chaoyang,2,1,79,high,1,1,4.9368,116.5356676,39.92663345,阿曼寓所,高碑店
chaoyang,3,2,135.62,middle,1,1,4.8666,116.5356676,39.92663345,阿曼寓所,高碑店
chaoyang,2,1,111.1,high,1,1,4.7705,116.5356676,39.92663345,阿曼寓所,高碑店
chaoyang,1,0,62.56,low,1,1,4.0122,116.5356676,39.92663345,阿曼寓所,高碑店
haidian,1,0,49.96,low,1,1,8.6069,116.4596527,39.92834651,艾瑟顿,苏州桥
haidian,1,1,76.17,middle,1,1,7.2207,116.4596527,39.92834651,艾瑟顿,苏州桥
haidian,1,1,89.2,middle,1,1,6.7265,116.4596527,39.92834651,艾瑟顿,苏州桥
haidian,2,1,89.2,middle,1,1,6.4462,116.4596527,39.92834651,艾瑟顿,苏州桥
xicheng,2,1,57.5,middle,1,1,11.4435,116.3875064,39.93576614,爱民里小区,西四
xicheng,2,1,57.7,middle,1,1,11.4039,116.3875064,39.93576614,爱民里小区,西四
xicheng,1,1,48.4,middle,1,1,11.1571,116.3875064,39.93576614,爱民里小区,西四
xicheng,2,1,58.3,low,1,1,11.1493,116.3875064,39.93576614,爱民里小区,西四
xicheng,2,1,51.3,middle,1,1,10.5264,116.3875064,39.93576614,爱民里小区,西四
xicheng,2,1,57.7,high,1,1,10.4853,116.3875064,39.93576614,爱民里小区,西四
xicheng,2,1,74,high,1,1,10.4055,116.3875064,39.93576614,爱民里小区,西四
xicheng,3,1,72.9,high,1,1,9.7394,116.3875064,39.93576614,爱民里小区,西四
xicheng,2,1,59.1,high,1,1,9.4755,116.3875064,39.93576614,爱民里小区,西四
chaoyang,1,1,93.78,middle,1,0,6.4513,116.5103061,39.91838667,爱这城二期,十里堡
chaoyang,3,2,133.58,low,1,0,5.989,116.5103061,39.91838667,爱这城二期,十里堡
chaoyang,3,2,163.68,high,1,0,5.8652,116.5103061,39.91838667,爱这城二期,十里堡
chaoyang,3,2,133.05,low,1,0,5.8475,116.5103061,39.91838667,爱这城二期,十里堡
chaoyang,4,2,147.09,low,1,0,5.8332,116.5103061,39.91838667,爱这城二期,十里堡
chaoyang,3,2,145.87,high,1,0,5.8272,116.5103061,39.91838667,爱这城二期,十里堡
chaoyang,2,2,94.15,high,1,0,6.0542,116.616323,39.92998098,爱这城三期,十里堡
chaoyang,2,2,87.81,high,1,0,5.6942,116.616323,39.92998098,爱这城三期,十里堡
chaoyang,2,2,88.88,low,1,0,5.6256,116.616323,39.92998098,爱这城三期,十里堡
chaoyang,3,2,127.79,low,1,0,6.2603,116.5103061,39.91838667,爱这城一期,十里堡
chaoyang,2,1,68.69,low,1,0,6.1145,116.5103061,39.91838667,爱这城一期,十里堡
chaoyang,1,1,63,middle,1,0,5.8731,116.5103061,39.91838667,爱这城一期,十里堡
chaoyang,2,2,110.71,high,1,0,5.8712,116.5103061,39.91838667,爱这城一期,十里堡
chaoyang,2,2,105,low,1,0,5.2381,116.5103061,39.91838667,爱这城一期,十里堡
xicheng,2,1,50.4,high,1,1,13.4921,116.399282,39.96293523,安德东里,六铺炕
xicheng,2,1,48.5,low,1,1,11.2372,116.399282,39.96293523,安德东里,六铺炕
xicheng,2,1,62.1,high,1,1,10.145,116.399282,39.96293523,安德东里,六铺炕
dongcheng,3,1,71.78,high,1,1,8.7769,116.4033735,39.96320389,安德里北街24号院,安定门
dongcheng,2,1,53.79,low,1,1,9.8532,116.3933849,39.96319816,安德里北街25号院,六铺炕
dongcheng,1,1,46.87,high,1,1,9.6011,116.3933849,39.96319816,安德里北街25号院,六铺炕
dongcheng,1,1,46.87,low,1,1,9.3877,116.3933849,39.96319816,安德里北街25号院,六铺炕
dongcheng,3,2,89.12,low,1,1,8.4493,116.3933849,39.96319816,安德里北街25号院,六铺炕
dongcheng,2,1,71,low,1,1,7.324,116.3933849,39.96319816,安德里北街25号院,六铺炕
xicheng,2,1,88.4,low,1,1,11.3123,116.4007971,39.95783166,安德路,六铺炕
xicheng,2,1,40.1,low,1,0,10.9477,116.4007971,39.95783166,安德路,六铺炕
xicheng,2,1,51.38,middle,1,1,10.8992,116.4007971,39.95783166,安德路,六铺炕
xicheng,2,1,55,low,1,0,10.691,116.4007971,39.95783166,安德路,六铺炕
xicheng,1,1,43.5,high,1,1,10.6897,116.4007971,39.95783166,安德路,六铺炕
xicheng,2,1,55,low,1,1,10.5455,116.4007971,39.95783166,安德路,六铺炕
xicheng,1,1,42.8,low,1,1,10.5141,116.4007971,39.95783166,安德路,六铺炕
xicheng,3,1,67.1,low,1,1,10.3577,116.4007971,39.95783166,安德路,六铺炕
xicheng,2,1,50.4,high,1,0,10.3175,116.4007971,39.95783166,安德路,六铺炕
xicheng,2,1,82.8,high,1,1,9.6619,116.4007971,39.95783166,安德路,六铺炕
xicheng,2,1,63,low,1,0,9.5556,116.4007971,39.95783166,安德路,六铺炕
xicheng,2,1,61.8,low,1,1,9.547,116.4007971,39.95783166,安德路,六铺炕
xicheng,2,1,59.3,middle,1,0,9.2749,116.4007971,39.95783166,安德路,六铺炕
xicheng,2,1,63.5,high,1,0,9.2599,116.4007971,39.95783166,安德路,六铺炕
xicheng,2,1,64.2,high,1,0,9.1745,116.4007971,39.95783166,安德路,六铺炕
xicheng,2,1,64,high,1,0,9.0625,116.4007971,39.95783166,安德路,六铺炕
xicheng,3,2,134.6,low,1,0,8.9154,116.4007971,39.95783166,安德路,六铺炕
xicheng,3,2,122.62,basement ,1,1,4.2816,116.4007971,39.95783166,安德路,六铺炕
dongcheng,3,1,67,low,1,1,8.6568,116.4078025,39.95804557,安德路47号院,安定门
dongcheng,3,1,73.18,low,1,1,8.199,116.4078025,39.95804557,安德路47号院,安定门
dongcheng,2,1,50.39,high,1,1,8.0374,116.4078025,39.95804557,安德路47号院,安定门
dongcheng,3,1,69,middle,1,1,8,116.4078025,39.95804557,安德路47号院,安定门
dongcheng,1,1,46.6,low,1,1,7.897,116.4078025,39.95804557,安德路47号院,安定门
dongcheng,3,1,56.5,middle,1,1,7.8762,116.4078025,39.95804557,安德路47号院,安定门
dongcheng,3,1,72,high,1,1,7.6389,116.4078025,39.95804557,安德路47号院,安定门
dongcheng,2,1,59,middle,1,1,7.6272,116.4078025,39.95804557,安德路47号院,安定门
dongcheng,1,1,43.31,middle,1,1,7.6195,116.4078025,39.95804557,安德路47号院,安定门
dongcheng,2,1,59.33,high,1,1,7.5847,116.4078025,39.95804557,安德路47号院,安定门
dongcheng,2,1,60,middle,1,1,7.5,116.4078025,39.95804557,安德路47号院,安定门
dongcheng,2,1,58.38,low,1,1,7.3656,116.4078025,39.95804557,安德路47号院,安定门
dongcheng,1,1,46.07,high,1,1,7.2716,116.4078025,39.95804557,安德路47号院,安定门
dongcheng,2,1,59.33,high,1,1,7.1634,116.4078025,39.95804557,安德路47号院,安定门
dongcheng,1,1,36.7,high,1,1,7.0845,116.4078025,39.95804557,安德路47号院,安定门
dongcheng,2,1,57.84,high,1,1,7.4344,116.4052954,39.95799397,安德路55号院,安定门
dongcheng,2,1,57.84,high,1,1,7.2615,116.4052954,39.95799397,安德路55号院,安定门
dongcheng,3,1,70.21,high,1,1,7.0503,116.4052954,39.95799397,安德路55号院,安定门
dongcheng,2,1,64.34,middle,1,1,6.9941,116.4052954,39.95799397,安德路55号院,安定门
dongcheng,3,0,88.69,low,1,1,6.0887,116.4052954,39.95799397,安德路55号院,安定门
dongcheng,2,1,47.5,high,1,1,8.5264,116.4008125,39.95893378,安德路乙61号院,六铺炕
dongcheng,2,1,46.39,low,1,1,8.407,116.4008125,39.95893378,安德路乙61号院,六铺炕
dongcheng,1,1,44,high,1,1,8.3637,116.4008125,39.95893378,安德路乙61号院,六铺炕
dongcheng,3,1,62.64,low,1,1,8.3015,116.4008125,39.95893378,安德路乙61号院,六铺炕
dongcheng,3,1,111.04,low,1,1,8.0602,116.4008125,39.95893378,安德路乙61号院,六铺炕
dongcheng,3,1,111.04,low,1,1,8.0152,116.4008125,39.95893378,安德路乙61号院,六铺炕
dongcheng,3,0,73.45,high,1,1,7.4881,116.4008125,39.95893378,安德路乙61号院,六铺炕
dongcheng,2,1,54.41,low,1,1,7.1679,116.4008125,39.95893378,安德路乙61号院,六铺炕
xicheng,4,2,200.46,middle,1,0,11.4737,116.3900328,39.95703549,安德馨居,六铺炕
xicheng,1,1,56.46,low,1,0,11.4418,116.3900328,39.95703549,安德馨居,六铺炕
xicheng,2,1,75.73,low,1,0,11.0261,116.3900328,39.95703549,安德馨居,六铺炕
xicheng,2,1,74.75,high,1,1,10.9031,116.3900328,39.95703549,安德馨居,六铺炕
xicheng,3,1,88.76,low,1,1,10.8157,116.3900328,39.95703549,安德馨居,六铺炕
xicheng,2,1,66.64,low,1,0,10.8044,116.3900328,39.95703549,安德馨居,六铺炕
xicheng,1,1,58.99,middle,1,0,10.5951,116.3900328,39.95703549,安德馨居,六铺炕
xicheng,2,2,75.42,low,1,0,10.541,116.3900328,39.95703549,安德馨居,六铺炕
xicheng,2,1,71.79,high,1,1,10.1686,116.3900328,39.95703549,安德馨居,六铺炕
xicheng,2,1,72.79,high,1,0,10.0289,116.3900328,39.95703549,安德馨居,六铺炕
xicheng,2,1,65.12,middle,1,0,9.8281,116.3900328,39.95703549,安德馨居,六铺炕
xicheng,3,1,88.86,low,1,0,9.003,116.3900328,39.95703549,安德馨居,六铺炕
dongcheng,2,2,65.59,high,1,0,7.6232,116.4136322,39.98175856,安定路,安贞
dongcheng,2,1,52.2,middle,1,0,7.4713,116.4136322,39.98175856,安定路,安贞
dongcheng,3,1,88,high,1,0,7.0455,116.4136322,39.98175856,安定路,安贞
dongcheng,3,1,88.24,middle,1,0,6.7997,116.4136322,39.98175856,安定路,安贞
dongcheng,2,1,68,middle,1,0,6.6177,116.4136322,39.98175856,安定路,安贞
dongcheng,1,1,43.55,high,1,0,9.1849,116.4358667,39.95591794,安定门东大街,东直门
dongcheng,5,1,148.4,low,1,0,11.4556,116.4146588,39.95248179,安定门内大街,交道口
chaoyang,2,2,84.61,low,1,1,6.6896,116.4596527,39.92834651,安和家园,和平里
chaoyang,2,1,58.52,high,1,0,5.8955,116.4125863,39.97243913,安华里三区,安贞
chaoyang,2,1,57.85,high,1,0,5.618,116.4125863,39.97243913,安华里三区,安贞
chaoyang,2,1,59.06,low,1,0,5.4183,116.4125863,39.97243913,安华里三区,安贞
chaoyang,2,1,63.88,low,1,0,6.8097,116.4132272,39.96986436,安华里四区,安贞
chaoyang,2,1,61,high,1,0,5.5738,116.4132272,39.96986436,安华里四区,安贞
chaoyang,3,1,84.25,middle,1,0,5.5193,116.4132272,39.96986436,安华里四区,安贞
chaoyang,3,1,78.63,high,1,0,5.2398,116.4132272,39.96986436,安华里四区,安贞
chaoyang,2,1,55.27,middle,1,0,6.1336,116.4111844,39.9689332,安华里五区,安贞
chaoyang,2,1,51.21,low,1,0,5.663,116.4111844,39.9689332,安华里五区,安贞
chaoyang,2,1,53.24,high,1,0,7.2315,116.4096042,39.97399988,安华里一区,安贞
chaoyang,3,1,74.57,middle,1,0,6.0346,116.4096042,39.97399988,安华里一区,安贞
chaoyang,3,1,74.57,high,1,0,5.8335,116.4096042,39.97399988,安华里一区,安贞
chaoyang,2,1,73.87,middle,1,0,5.6857,116.4096042,39.97399988,安华里一区,安贞
chaoyang,3,1,63.32,high,1,0,5.6855,116.4096042,39.97399988,安华里一区,安贞
chaoyang,2,1,56.98,high,1,0,5.6161,116.4040157,39.97212151,安华西里二区,安贞
chaoyang,3,1,76.1,high,1,0,6.5704,116.4072061,39.97243099,安华西里三区,安贞
chaoyang,2,1,51,low,1,0,5.8824,116.4072061,39.97243099,安华西里三区,安贞
chaoyang,2,1,57.26,high,1,0,6.6714,116.4063972,39.97374172,安华西里一区,安贞
chaoyang,1,1,42,high,1,0,5.7858,116.4063972,39.97374172,安华西里一区,安贞
dongcheng,2,1,52.98,high,1,1,7.3613,116.4419609,39.89791571,安化北里,广渠门
dongcheng,2,1,67,low,1,1,7.1642,116.4419609,39.89791571,安化北里,广渠门
dongcheng,2,0,50,high,1,1,7,116.4419609,39.89791571,安化北里,广渠门
dongcheng,2,1,75,high,1,1,6.6667,116.4419609,39.89791571,安化北里,广渠门
dongcheng,2,1,71.17,high,1,1,6.4353,116.4419609,39.89791571,安化北里,广渠门
dongcheng,3,1,74.82,low,1,1,5.6135,116.4419609,39.89791571,安化北里,广渠门
dongcheng,1,1,63,low,1,1,7.5397,116.4418426,39.89554773,安化南里,广渠门
dongcheng,2,2,82.27,middle,1,1,7.5362,116.4418426,39.89554773,安化南里,广渠门
dongcheng,2,1,80.19,middle,1,1,7.1082,116.4418426,39.89554773,安化南里,广渠门
dongcheng,2,1,71.75,low,1,1,6.9687,116.4418426,39.89554773,安化南里,广渠门
chaoyang,2,1,60.19,high,1,1,5.4827,116.4190936,40.00183146,安慧北里小区,亚运村
chaoyang,3,1,80,high,1,1,5.375,116.4190936,40.00183146,安慧北里小区,亚运村
chaoyang,2,1,64.21,middle,1,1,7.4755,116.4218316,40.0032609,安慧北里秀园,亚运村
chaoyang,1,1,51.01,high,1,1,5.6852,116.4218316,40.0032609,安慧北里秀园,亚运村
chaoyang,3,1,82.19,high,1,1,5.2927,116.4218316,40.0032609,安慧北里秀园,亚运村
chaoyang,3,2,119.01,high,1,1,6.302,116.4204075,40.00545561,安慧北里逸园,亚运村
chaoyang,1,1,48,high,1,1,6.25,116.4204075,40.00545561,安慧北里逸园,亚运村
chaoyang,2,1,59,high,1,1,6.0339,116.4204075,40.00545561,安慧北里逸园,亚运村
chaoyang,2,1,103.82,middle,1,1,5.7793,116.4204075,40.00545561,安慧北里逸园,亚运村
chaoyang,2,1,85.11,middle,1,1,5.7573,116.4204075,40.00545561,安慧北里逸园,亚运村
chaoyang,2,1,104.99,high,1,1,5.7149,116.4204075,40.00545561,安慧北里逸园,亚运村
chaoyang,2,2,77.24,low,1,1,5.3729,116.4204075,40.00545561,安慧北里逸园,亚运村
chaoyang,2,1,94.15,high,1,1,5.3107,116.4204075,40.00545561,安慧北里逸园,亚运村
chaoyang,2,1,85,low,1,1,5.0589,116.4204075,40.00545561,安慧北里逸园,亚运村
chaoyang,2,1,85.11,middle,1,1,5.0523,116.4204075,40.00545561,安慧北里逸园,亚运村
chaoyang,3,2,139.5,middle,1,1,5.018,116.4204075,40.00545561,安慧北里逸园,亚运村
chaoyang,2,1,111.55,middle,1,1,4.7961,116.4204075,40.00545561,安慧北里逸园,亚运村
chaoyang,4,2,185,middle,1,1,4.7568,116.4204075,40.00545561,安慧北里逸园,亚运村
chaoyang,2,1,53.69,low,1,1,5.9602,116.4289931,39.99707988,安慧东里,亚运村小营
chaoyang,2,1,56.4,low,1,1,5.9398,116.4289931,39.99707988,安慧东里,亚运村小营
chaoyang,2,1,57.09,low,1,1,5.868,116.4289931,39.99707988,安慧东里,亚运村小营
chaoyang,2,1,58,middle,1,1,5.8621,116.4289931,39.99707988,安慧东里,亚运村小营
chaoyang,1,1,40.4,low,1,1,5.6931,116.4289931,39.99707988,安慧东里,亚运村小营
chaoyang,3,1,78.3,middle,1,1,5.6195,116.4289931,39.99707988,安慧东里,亚运村小营
chaoyang,2,1,57.09,low,1,1,5.6052,116.4289931,39.99707988,安慧东里,亚运村小营
chaoyang,2,1,57.09,middle,1,1,5.5177,116.4289931,39.99707988,安慧东里,亚运村小营
chaoyang,2,1,57.43,middle,0,1,5.485,116.4289931,39.99707988,安慧东里,亚运村小营
chaoyang,2,1,64.99,basement ,1,1,3.0621,116.4289931,39.99707988,安慧东里,亚运村小营
chaoyang,2,1,54.21,high,1,1,7.7477,116.4180963,40.00001242,安慧里二区,亚运村
chaoyang,2,2,67.15,middle,1,1,6.7015,116.4180963,40.00001242,安慧里二区,亚运村
chaoyang,2,1,56.76,high,1,1,6.6949,116.4180963,40.00001242,安慧里二区,亚运村
chaoyang,1,1,44.95,high,1,1,6.6741,116.4180963,40.00001242,安慧里二区,亚运村
chaoyang,3,1,76.5,high,1,1,6.536,116.4180963,40.00001242,安慧里二区,亚运村
chaoyang,2,1,70,middle,1,1,6.2858,116.4180963,40.00001242,安慧里二区,亚运村
chaoyang,2,2,71,middle,1,1,6.2677,116.4180963,40.00001242,安慧里二区,亚运村
chaoyang,3,1,83.59,high,1,1,5.9816,116.4180963,40.00001242,安慧里二区,亚运村
chaoyang,3,1,79.78,low,1,1,5.8286,116.4180963,40.00001242,安慧里二区,亚运村
chaoyang,3,1,85.27,low,1,1,5.6292,116.4180963,40.00001242,安慧里二区,亚运村
chaoyang,3,1,80,low,1,1,5.625,116.4180963,40.00001242,安慧里二区,亚运村
chaoyang,3,1,78.34,low,1,1,5.6166,116.4180963,40.00001242,安慧里二区,亚运村
chaoyang,3,1,75.06,low,1,1,5.529,116.4168293,39.99755715,安慧里三区,亚运村
chaoyang,4,2,118,high,1,1,5.5085,116.4200612,39.99630855,安慧里四区,亚运村
chaoyang,2,1,79.29,middle,1,1,5.8646,116.4226838,39.99724192,安慧里五区,亚运村
chaoyang,2,1,57,middle,1,1,5.2632,116.4226838,39.99724192,安慧里五区,亚运村
chaoyang,3,1,67.04,middle,1,1,6.3395,116.4196204,39.99780171,安慧里一区,亚运村
chaoyang,3,1,68.57,middle,1,1,6.0668,116.4196204,39.99780171,安慧里一区,亚运村
chaoyang,2,1,54.31,high,1,1,5.8922,116.4196204,39.99780171,安慧里一区,亚运村
chaoyang,2,1,64.68,low,1,1,5.8751,116.4196204,39.99780171,安慧里一区,亚运村
chaoyang,2,1,64.98,low,1,1,5.848,116.4196204,39.99780171,安慧里一区,亚运村
chaoyang,2,1,54.97,low,1,1,5.7668,116.4196204,39.99780171,安慧里一区,亚运村
fengtai,2,1,57.96,middle,1,0,4.4859,116.4132987,39.86921984,安乐林二条,蒲黄榆
fengtai,2,1,57.84,high,1,0,4.305,116.4132987,39.86921984,安乐林二条,蒲黄榆
fengtai,1,1,48.02,high,1,1,6.4557,116.4161441,39.87147053,安乐林路,蒲黄榆
fengtai,1,1,48.08,high,1,1,6.0733,116.4161441,39.87147053,安乐林路,蒲黄榆
dongcheng,2,1,57.34,high,1,0,4.36,116.4132361,39.8706334,安乐林头条2号院,永定门
dongcheng,2,1,57.91,high,1,0,4.3171,116.4132361,39.8706334,安乐林头条2号院,永定门
dongcheng,3,1,77.66,high,1,0,3.863,116.4132361,39.8706334,安乐林头条2号院,永定门
dongcheng,1,0,37.74,high,1,0,4.7695,116.4152509,39.86981797,安乐林中街,永定门
haidian,1,0,36.43,middle,0,0,6.4508,116.3338857,40.05714883,安宁佳园,安宁庄
haidian,1,0,38,middle,0,0,6.1843,116.3338857,40.05714883,安宁佳园,安宁庄
haidian,3,1,95.52,low,0,0,6.0721,116.3338857,40.05714883,安宁佳园,安宁庄
haidian,1,0,39,low,0,0,6.0257,116.3338857,40.05714883,安宁佳园,安宁庄
haidian,2,1,85.04,high,0,0,5.7032,116.3338857,40.05714883,安宁佳园,安宁庄
haidian,2,2,88.58,low,0,0,5.2495,116.3338857,40.05714883,安宁佳园,安宁庄
haidian,1,1,42,low,0,0,5.9524,116.336813,40.05260232,安宁里,安宁庄
haidian,1,1,42,middle,0,0,5.4762,116.336813,40.05260232,安宁里,安宁庄
haidian,2,1,59,low,0,0,5.339,116.336813,40.05260232,安宁里,安宁庄
haidian,2,1,60.85,middle,0,0,5.1767,116.336813,40.05260232,安宁里,安宁庄
haidian,3,1,75,low,0,0,5.1334,116.336813,40.05260232,安宁里,安宁庄
haidian,2,1,71.3,high,0,0,4.9089,116.336813,40.05260232,安宁里,安宁庄
haidian,2,1,74.28,middle,0,0,5.6947,116.338131,40.05175937,安宁里南区,安宁庄
haidian,2,1,71.37,middle,0,0,5.4085,116.338131,40.05175937,安宁里南区,安宁庄
haidian,2,1,73,middle,0,0,5.2055,116.338131,40.05175937,安宁里南区,安宁庄
haidian,2,1,73.05,middle,0,0,5.1746,116.338131,40.05175937,安宁里南区,安宁庄
haidian,1,1,48.55,high,0,0,5.1082,116.338131,40.05175937,安宁里南区,安宁庄
haidian,2,1,73.49,middle,0,0,5.0347,116.338131,40.05175937,安宁里南区,安宁庄
haidian,1,1,55.75,middle,0,1,5.0225,116.338131,40.05175937,安宁里南区,安宁庄
haidian,2,1,82.97,low,0,0,4.7608,116.338131,40.05175937,安宁里南区,安宁庄
haidian,3,1,91.14,middle,0,0,4.6632,116.338131,40.05175937,安宁里南区,安宁庄
haidian,1,1,59,high,0,0,4.5763,116.338131,40.05175937,安宁里南区,安宁庄
haidian,2,1,67,middle,0,0,4.4777,116.338131,40.05175937,安宁里南区,安宁庄
haidian,2,2,97.45,low,0,0,4.4126,116.338131,40.05175937,安宁里南区,安宁庄
haidian,3,1,102,middle,0,0,4.2157,116.338131,40.05175937,安宁里南区,安宁庄
haidian,3,2,106,high,0,0,4.151,116.338131,40.05175937,安宁里南区,安宁庄
haidian,3,2,105,high,0,0,4.0953,116.338131,40.05175937,安宁里南区,安宁庄
haidian,4,1,116.24,high,0,0,3.9574,116.338131,40.05175937,安宁里南区,安宁庄
haidian,3,1,106.42,high,0,0,3.8527,116.338131,40.05175937,安宁里南区,安宁庄
haidian,4,2,131.98,high,0,0,3.637,116.338131,40.05175937,安宁里南区,安宁庄
haidian,4,2,131,high,0,0,3.5115,116.338131,40.05175937,安宁里南区,安宁庄
chaoyang,2,1,107.74,middle,1,0,6.3115,116.415235,39.97990688,安圣苑,安贞
dongcheng,2,1,61.11,middle,1,0,6.922,116.4139641,39.97123307,安外大街,安贞
dongcheng,3,1,81.73,high,1,0,6.9131,116.4139641,39.97123307,安外大街,安贞
dongcheng,1,1,46.83,high,1,0,6.4062,116.4139641,39.97123307,安外大街,安贞
dongcheng,1,1,46.83,low,1,0,5.9791,116.4139641,39.97123307,安外大街,安贞
dongcheng,2,1,56.03,low,1,1,7.0498,116.4137879,39.96827108,安外大街3号院,安定门
dongcheng,2,2,71.76,high,1,1,6.9538,116.4137879,39.96827108,安外大街3号院,安定门
dongcheng,2,1,49,middle,1,1,6.7347,116.4137879,39.96827108,安外大街3号院,安定门
dongcheng,2,1,67.09,high,1,0,8.198,116.4152549,39.96570122,安外大街80号院,安定门
dongcheng,3,1,70.13,high,1,0,7.5574,116.4152549,39.96570122,安外大街80号院,安定门
dongcheng,3,1,84.2,middle,1,0,7.3635,116.4152549,39.96570122,安外大街80号院,安定门
dongcheng,1,1,39.97,high,1,1,10.1326,116.4202405,39.95705256,安外东河沿,安定门
dongcheng,2,1,58.12,middle,1,0,9.1191,116.4202405,39.95705256,安外东河沿,安定门
dongcheng,2,1,59.68,low,1,1,9.0148,116.4202405,39.95705256,安外东河沿,安定门
