城区,卧室数,面积（平方米）,厅数,楼层,地铁,学区,单位面积房价(万元/平方米)
石景山,3,105,有厅,中,否,否,3.8096
石景山,3,105,有厅,中,否,否,3.8096
石景山,3,105,有厅,低,否,否,3.8096
石景山,1,60.84,有厅,低,否,否,3.7805
石景山,1,60,有厅,低,否,否,3.6667
石景山,1,60.8,有厅,中,否,否,3.6185
石景山,1,47,有厅,高,否,否,3.5107
石景山,1,47,有厅,低,否,否,3.5107
石景山,2,80.1,有厅,低,否,否,3.4957
石景山,1,60.37,有厅,低,否,否,3.4786
石景山,2,81,有厅,低,否,否,3.4568
朝阳,2,94.7,有厅,高,是,否,6.6526
朝阳,1,63.8,有厅,低,是,否,6.4264
朝阳,3,139.96,有厅,高,是,否,5.2158
朝阳,3,139.96,有厅,高,是,否,5.1444
朝阳,1,71.67,有厅,高,是,否,5.0928
朝阳,1,94,有厅,高,是,否,4.2554
朝阳,1,63,有厅,低,是,否,5.0794
朝阳,3,138.53,有厅,高,是,否,4.9665
东城,2,71.25,有厅,低,是,否,8.4211
东城,2,70.87,有厅,低,是,否,7.9018
东城,3,192.27,有厅,低,是,否,6.2413
东城,3,192,有厅,中,是,否,6.1459
东城,1,88.67,有厅,中,是,否,5.6389
东城,3,192.83,有厅,中,是,否,5.0822
朝阳,3,170,有厅,中,是,是,9.1177
朝阳,3,171,有厅,高,是,是,8.772
朝阳,3,171.99,有厅,低,是,是,9.7681
朝阳,3,126.46,有厅,低,是,是,9.0938
朝阳,3,149.61,有厅,高,是,是,8.6893
朝阳,4,259.25,有厅,低,是,是,8.1003
东城,2,73.24,有厅,高,是,是,8.1923
东城,3,97.28,有厅,中,是,是,8.0181
东城,2,91,有厅,高,是,是,7.6924
东城,2,76.19,有厅,中,是,是,7.4813
东城,2,82.43,有厅,高,是,是,7.279
东城,2,85.36,有厅,低,是,是,7.1463
东城,2,85,有厅,中,是,是,7.0589
东城,2,85.43,有厅,中,是,是,6.9297
东城,2,132.96,有厅,中,是,是,7.5211
东城,2,60.87,有厅,中,是,是,7.3929
东城,2,60.87,有厅,高,是,是,7.3107
东城,2,65.74,有厅,高,是,是,7.0734
东城,4,181.91,有厅,高,是,是,7.0365
东城,2,67.74,有厅,高,是,是,6.6431
东城,1,49.71,有厅,高,是,是,6.6386
东城,2,149.54,有厅,中,是,是,6.6204
东城,4,234.59,有厅,低,是,是,6.3942
东城,3,181.72,有厅,高,是,是,5.9433
东城,3,181.72,有厅,高,是,是,5.6571
东城,4,293.45,有厅,高,是,是,5.4524
东城,3,101.22,有厅,高,是,是,8.2
东城,3,135,有厅,中,是,是,8.1482
东城,3,104,有厅,高,是,是,7.9808
东城,1,47.72,有厅,低,是,是,7.9632
东城,2,67.13,有厅,中,是,是,7.4483
东城,1,47.72,有厅,高,是,是,7.4393
东城,2,97,有厅,高,是,是,7.3196
东城,3,107.31,有厅,低,是,是,7.0823
东城,2,79,有厅,中,是,是,6.7722
东城,2,105.81,有厅,低,是,是,6.6157
东城,1,48.72,有厅,中,是,是,6.5682
东城,2,78.75,有厅,高,是,是,6.3493
东城,3,150.82,有厅,高,是,是,6.2989
东城,3,151.61,有厅,高,是,是,5.8044
东城,4,139,有厅,高,是,是,5.7554
东城,4,283,有厅,低,是,是,5.4771
东城,2,58.98,有厅,中,是,是,7.2907
东城,2,60.3,有厅,高,是,否,9.2869
东城,2,60.3,有厅,高,是,否,9.1211
东城,2,173.01,有厅,高,是,否,5.6645
东城,2,173.01,有厅,中,是,否,5.4911
东城,2,79.78,有厅,低,是,是,7.7714
东城,1,62,有厅,中,是,是,7.6613
东城,1,56.23,有厅,高,是,是,7.6472
东城,1,60.57,有厅,中,是,是,7.5946
东城,1,56.99,有厅,高,是,是,7.5452
东城,1,60.57,有厅,高,是,是,7.4295
东城,1,58.86,有厅,低,是,是,7.3055
东城,1,60.57,有厅,中,是,是,7.2644
东城,2,78.85,有厅,中,是,是,7.1021
东城,1,63.45,有厅,高,是,是,7.0922
东城,2,78.77,有厅,低,是,是,6.8555
东城,3,99,有厅,高,是,是,6.6667
东城,3,99.52,有厅,低,是,是,6.5917
东城,2,101.79,有厅,低,是,是,6.3857
东城,2,53,有厅,高,是,否,8.1133
东城,3,66.28,有厅,高,是,否,7.1666
东城,3,78.24,有厅,高,是,否,7.4131
东城,3,109.14,有厅,高,是,是,8.7045
东城,3,76,无厅,低,是,否,7.8948
东城,3,76.78,无厅,低,是,否,7.8146
西城,3,68.15,有厅,低,是,是,8.5841
西城,1,37.83,有厅,中,否,是,10.5737
西城,2,58.59,无厅,高,否,是,8.1243
西城,3,104.1,有厅,高,是,否,6.9741
西城,5,180.6,有厅,高,是,否,5.5371
朝阳,3,148.13,有厅,低,是,否,3.7805
朝阳,3,130.75,有厅,中,是,否,3.6712
丰台,1,48.79,有厅,高,是,否,4.2017
丰台,2,112,有厅,高,是,否,4.1965
丰台,2,83.75,有厅,高,是,否,4.1792
丰台,2,76.18,有厅,低,是,否,4.135
丰台,1,48.79,有厅,低,是,否,4.0993
丰台,3,126.6,有厅,低,是,否,4.0285
丰台,2,76.18,有厅,低,是,否,4.0037
丰台,3,142,有厅,低,是,否,3.662
朝阳,2,103.53,有厅,中,是,是,2.8978
朝阳,2,47,有厅,高,是,否,3.1703
东城,1,43.65,有厅,低,是,是,11.913
东城,2,60.24,有厅,低,是,是,9.9436
东城,2,60.24,有厅,高,是,是,9.8772
东城,2,52.6,有厅,中,是,否,11.4069
东城,2,53.8,有厅,低,是,否,10.7807
丰台,3,65.68,有厅,中,是,否,3.8064
东城,2,54.31,有厅,高,是,是,9.4826
东城,3,69.19,有厅,低,是,是,9.1777
东城,2,61.6,有厅,低,是,否,6.1689
东城,1,43.19,有厅,高,是,否,4.2834
东城,3,97.16,有厅,低,是,否,4.117
东城,1,41.7,有厅,低,是,否,4.0768
东城,2,70.2,有厅,低,是,否,3.9887
东城,2,65.09,有厅,低,是,否,3.9638
东城,2,60.84,有厅,低,是,否,3.9448
东城,2,60.84,有厅,高,是,否,3.9448
东城,2,71.7,有厅,高,是,否,3.9052
东城,1,50,有厅,高,是,否,3.9
东城,2,70.2,有厅,中,是,否,3.8462
东城,1,50,有厅,中,是,否,3.8
东城,2,66.17,有厅,中,是,否,3.6271
东城,1,56.7,有厅,低,是,否,3.6156
东城,1,51,有厅,中,是,否,3.5295
东城,2,85,有厅,高,是,否,3.5295
东城,1,56.7,有厅,中,是,否,3.5274
东城,2,66,有厅,中,是,否,3.4849
东城,2,67,有厅,低,是,否,3.2836
东城,2,71.6,有厅,高,是,否,3.2403
东城,3,94,有厅,高,是,否,3.1915
东城,2,67.6,有厅,高,是,否,3.1805
海淀,2,67.6,有厅,低,是,是,13.3137
海淀,1,39.5,有厅,高,是,是,12.9114
海淀,2,62.4,有厅,低,是,是,12.8206
海淀,2,55.2,有厅,低,是,是,12.6812
海淀,2,60,有厅,高,是,是,12.6667
海淀,2,60,有厅,中,是,是,11.4167
海淀,3,78.3,有厅,中,是,是,11.1112
海淀,2,61.6,有厅,低,是,是,11.039
海淀,3,82.7,有厅,中,是,是,10.8828
海淀,2,58.9,有厅,高,是,是,10.8659
海淀,2,62.3,有厅,高,是,是,10.8347
海淀,2,54.3,有厅,高,是,是,10.5894
海淀,2,61.5,有厅,中,是,是,10.5692
海淀,3,76.5,有厅,中,是,是,10.4576
海淀,3,94.57,有厅,高,是,是,10.3627
海淀,2,61.6,有厅,低,是,是,10.3085
海淀,2,69.4,有厅,低,是,是,10.1586
海淀,2,67.6,有厅,中,是,是,10.148
海淀,3,75.9,有厅,中,是,是,10.145
海淀,2,69.4,有厅,低,是,是,10.0865
海淀,3,79.8,有厅,高,是,是,10.0251
海淀,2,61.1,有厅,低,是,是,9.9837
海淀,2,67.6,有厅,中,是,是,9.7634
海淀,2,61.6,有厅,中,是,是,9.7403
海淀,2,61.6,有厅,高,是,是,9.578
海淀,2,61.6,有厅,低,是,是,8.9286
西城,2,74,有厅,低,是,否,6.2838
朝阳,4,216,有厅,低,是,否,6.3889
朝阳,3,199.38,有厅,中,是,否,6.0187
朝阳,3,178.56,有厅,高,是,否,5.3204
朝阳,2,130.07,有厅,高,是,否,5.0742
朝阳,2,130.07,有厅,中,是,否,4.8436
朝阳,2,132.84,有厅,低,是,否,4.5168
海淀,1,63.53,有厅,低,否,否,6.1231
海淀,1,63.53,有厅,低,否,否,5.4778
丰台,2,89.32,有厅,低,是,否,3.6946
朝阳,3,141.59,有厅,高,是,否,4.5908
朝阳,3,156.39,有厅,高,是,否,5.691
朝阳,3,140.95,有厅,中,是,否,5.0018
丰台,1,47.86,有厅,中,否,否,2.2984
丰台,2,121.87,有厅,高,否,否,1.9694
丰台,2,100.83,有厅,高,否,否,1.8348
海淀,2,83.7,有厅,中,是,是,8.9606
海淀,2,68.45,有厅,高,是,是,8.7656
海淀,2,116.19,有厅,中,是,是,8.5206
海淀,2,93.5,有厅,低,是,是,7.968
海淀,3,141.9,有厅,中,是,是,7.752
海淀,3,184.87,有厅,中,是,是,7.032
海淀,2,116.19,有厅,高,是,是,7.0144
海淀,2,148.8,有厅,低,是,是,5.1076
东城,2,62,有厅,高,是,否,7.5807
东城,2,58,有厅,中,是,否,8.3621
东城,2,85.57,有厅,高,是,否,5.8432
东城,2,69,有厅,中,是,否,5.0725
东城,2,57,有厅,高,是,否,6.3158
东城,3,132.87,有厅,高,是,否,8.6551
东城,3,155,有厅,中,否,否,7.0968
东城,2,31,无厅,低,是,否,10.9678
东城,4,256,无厅,低,是,否,11.7188
东城,4,60.01,无厅,低,是,否,10.9982
东城,1,93,无厅,低,是,否,11.828
东城,1,55.49,有厅,高,是,否,8.0195
东城,2,63,有厅,高,是,否,8.0953
东城,2,62,有厅,中,是,否,9.0323
东城,2,61.02,有厅,中,是,否,8.1941
东城,3,96.63,无厅,低,是,否,7.7616
东城,2,63.93,有厅,低,是,否,9.9797
东城,2,64.4,有厅,中,是,否,9.0063
东城,2,52.65,有厅,高,是,否,8.9269
东城,2,67,有厅,中,是,否,8.209
东城,3,85.93,有厅,高,是,否,6.9825
东城,3,77.61,无厅,高,是,否,7.9887
东城,2,56.11,有厅,低,是,否,7.8953
东城,3,77.81,有厅,高,是,是,7.7754
东城,2,60.71,有厅,低,是,否,7.4123
东城,2,58,有厅,高,是,否,7.3276
东城,2,67,有厅,高,是,否,7.3135
东城,3,80,有厅,高,是,否,7.25
东城,1,38.87,有厅,低,是,否,7.0749
东城,2,78.6,有厅,中,是,否,5.9542
东城,1,47.91,有厅,低,是,否,5.74
东城,1,50.29,有厅,中,是,否,5.3689
东城,1,47.91,有厅,中,是,否,5.2182
东城,1,51.15,无厅,低,是,否,5.1809
东城,1,50.29,有厅,中,是,否,5.1502
朝阳,3,73.79,有厅,中,是,否,5.8274
朝阳,2,84.21,有厅,低,是,否,4.9876
东城,4,147.75,有厅,中,是,否,5.753
东城,3,114,有厅,低,是,否,5.7018
东城,2,67.9,有厅,低,是,否,5.6702
朝阳,3,146.95,有厅,高,是,否,3.6748
东城,2,108.86,有厅,中,是,否,5.971
东城,1,91,有厅,高,是,否,4.7253
东城,1,48,无厅,中,是,否,4.5834
东城,1,96.44,有厅,中,是,否,4.5003
东城,1,45,无厅,低,是,否,4.4445
东城,2,103.79,有厅,中,是,否,4.3357
海淀,2,62.52,有厅,高,是,否,6.6379
海淀,2,74.4,有厅,高,是,否,6.5861
海淀,2,61,有厅,中,是,否,6.4755
海淀,2,61,有厅,中,是,否,6.3935
海淀,2,61.15,有厅,高,是,否,6.2143
海淀,2,64.5,有厅,低,是,否,6.1241
海淀,2,61.5,有厅,高,是,否,5.6911
海淀,1,49.5,有厅,高,是,否,5.6566
西城,1,41.6,无厅,中,是,是,11.0577
西城,3,67.6,无厅,中,是,否,8.6539
海淀,3,81.9,有厅,高,否,否,5.3114
海淀,2,60,有厅,高,否,否,5.25
海淀,3,84,有厅,低,否,否,5
海淀,2,72,有厅,高,否,否,5.3473
丰台,2,78.2,有厅,中,是,否,4.2839
丰台,2,76.11,有厅,高,是,否,4.2702
丰台,1,49.44,有厅,中,是,否,3.8431
丰台,2,84,有厅,中,是,否,3.8096
丰台,1,35,无厅,低,是,否,3.4286
丰台,1,59.69,有厅,低,是,否,3.3172
丰台,1,35,无厅,高,是,否,3.2858
丰台,1,35,无厅,低,是,否,3.2858
丰台,1,61,有厅,低,是,否,3.082
丰台,1,54,有厅,中,是,否,3.0556
丰台,1,43.45,有厅,中,是,否,3.038
丰台,1,35,有厅,高,是,否,3.0286
丰台,1,35,无厅,低,是,否,3
丰台,1,35.21,无厅,中,是,否,2.9822
丰台,1,53.68,无厅,中,是,否,2.9807
丰台,1,54.45,有厅,高,是,否,2.9385
丰台,1,45,无厅,高,是,否,2.6667
朝阳,2,89.93,有厅,中,是,否,3.7252
朝阳,2,76.89,有厅,中,是,否,3.7066
朝阳,3,121,有厅,中,是,否,3.5538
朝阳,3,121.37,有厅,中,是,是,3.5429
朝阳,1,59.92,有厅,高,是,否,3.5047
朝阳,1,61.43,有厅,高,是,是,3.5
朝阳,1,62.68,有厅,中,是,否,3.4302
朝阳,1,63.29,有厅,低,是,否,3.3497
朝阳,3,129.55,有厅,高,是,否,3.3192
朝阳,2,120.86,有厅,低,是,否,3.1442
东城,2,51.5,有厅,低,是,否,8.4467
东城,2,45.72,有厅,低,是,否,8.3115
东城,2,58.91,有厅,高,是,是,6.5354
东城,3,80.72,有厅,高,是,是,8.0526
东城,2,60.97,有厅,低,是,是,7.4627
东城,2,61.04,有厅,低,是,是,7.3723
东城,3,77,有厅,中,是,是,7.2728
东城,2,61.65,有厅,高,是,是,6.9749
东城,2,62.54,有厅,低,是,是,6.7158
东城,1,35.71,有厅,低,是,否,9.8012
东城,1,39.93,有厅,低,是,否,8.7654
东城,1,47,有厅,高,是,否,8.6171
东城,3,80.17,有厅,高,是,否,8.1078
东城,2,61.59,有厅,中,是,否,8.0858
东城,2,64.02,有厅,中,是,否,8.0444
东城,2,56.4,有厅,低,是,是,7.9788
东城,3,80.17,有厅,低,是,否,7.8334
东城,2,55.29,有厅,低,是,否,7.6868
东城,2,67.81,有厅,中,是,是,7.3588
东城,2,55.29,有厅,低,是,是,5.9686
东城,2,89.62,有厅,中,是,是,7.3645
东城,2,90.38,有厅,中,是,否,7.2472
东城,2,97,有厅,低,是,是,7.2165
东城,3,175.02,有厅,高,是,否,5.9994
东城,2,134.71,有厅,中,是,否,5.9387
东城,3,203,有厅,低,是,否,5.4188
东城,3,244.89,有厅,高,是,是,4.9002
东城,3,80.74,有厅,高,是,否,9.6607
东城,2,80.01,有厅,低,是,否,9.1864
东城,1,63.06,有厅,高,是,是,9.0073
东城,2,81.83,有厅,中,是,否,8.31
东城,2,82.63,有厅,中,是,是,8.2295
东城,1,60.01,有厅,中,是,否,9.1652
东城,2,63.66,有厅,中,是,是,8.4983
东城,2,71.4,有厅,高,是,是,8.4034
东城,2,76.7,有厅,中,是,是,8.2791
东城,3,96.89,有厅,高,是,是,8.2568
东城,2,77.08,有厅,中,是,否,8.1734
东城,2,74.68,有厅,中,是,否,8.0343
东城,2,74.04,有厅,高,是,是,7.9012
东城,2,76.46,有厅,低,是,是,7.8473
东城,2,71,有厅,高,是,否,5.5634
东城,3,150.08,有厅,中,是,否,8.6621
东城,1,35.84,有厅,低,是,否,10.6027
东城,2,58.09,有厅,高,是,否,8.9517
东城,2,58.43,有厅,低,是,否,8.215
东城,2,88,有厅,高,是,否,7.7273
东城,2,134.72,有厅,低,是,否,7.3932
东城,3,156.28,有厅,中,是,是,7.3586
东城,2,58,有厅,高,是,否,7.5863
东城,3,89.93,有厅,中,是,否,8.4511
东城,3,69.53,有厅,中,是,否,8.0254
丰台,1,62.46,有厅,低,是,否,4.8031
丰台,4,168.16,有厅,高,是,否,4.7574
丰台,2,106,有厅,高,是,否,4.5284
丰台,4,247,有厅,高,是,否,4.4535
海淀,3,98.32,有厅,高,是,否,4.4956
海淀,2,98,有厅,高,是,否,4.2858
海淀,2,95.54,有厅,中,是,否,4.2391
海淀,2,57.19,有厅,高,是,否,7.6587
朝阳,1,58.73,无厅,低,是,否,4.7676
朝阳,2,127.79,有厅,低,是,否,3.8736
朝阳,3,118.12,有厅,低,是,否,5.5876
朝阳,2,104.11,有厅,低,是,否,4.9467
朝阳,2,92,有厅,低,是,否,4.8914
朝阳,3,138.21,有厅,低,是,否,4.8477
朝阳,2,93.07,有厅,高,是,否,4.8351
朝阳,3,145,有厅,高,是,否,4.8276
朝阳,2,90.59,有厅,低,是,否,4.5259
海淀,2,107,有厅,高,是,是,5.9627
海淀,2,106,有厅,中,是,是,5.8019
海淀,2,107,有厅,低,是,是,5.7944
海淀,2,95,有厅,低,是,是,5.7369
海淀,2,131,有厅,高,是,是,5.6871
海淀,2,106,有厅,低,是,是,5.6604
海淀,2,105.8,有厅,低,是,是,5.6239
海淀,3,150.33,有厅,低,是,是,5.5545
海淀,2,105,有厅,高,是,是,5.5239
朝阳,2,91.64,有厅,低,是,否,3.8739
西城,3,190,有厅,高,否,否,5.7895
西城,3,181,有厅,中,否,否,4.7514
海淀,2,99.77,有厅,中,是,否,7.5173
海淀,2,99.77,有厅,低,是,否,7.1665
海淀,3,127.95,有厅,高,是,是,7.0028
海淀,2,113,有厅,低,是,否,6.9912
海淀,2,123,有厅,中,是,否,6.9106
海淀,3,162,有厅,低,是,否,5.5556
海淀,3,162.31,有厅,低,是,否,5.545
朝阳,2,112.38,有厅,中,是,是,5.1611
朝阳,3,148.09,有厅,低,是,是,4.9632
东城,1,47.92,有厅,中,是,是,11.4775
东城,1,48.09,有厅,高,是,是,11.4369
东城,2,91,有厅,中,是,是,10.9891
东城,3,108.14,有厅,低,是,是,10.9858
东城,1,60.31,有厅,中,是,是,10.9435
东城,3,86,有厅,高,是,是,10.5233
东城,3,85.91,有厅,中,是,是,10.4994
东城,2,71.04,有厅,低,是,是,10.276
东城,2,71.43,有厅,高,是,是,10.1498
东城,2,71.44,有厅,中,是,是,10.1484
东城,2,71.44,有厅,低,是,是,10.1484
东城,2,72,有厅,低,是,是,10.1389
东城,2,71.64,有厅,低,是,是,10.0503
东城,2,83.5,有厅,中,是,是,9.9402
东城,2,71.3,有厅,低,是,是,9.8878
东城,2,72,有厅,低,是,是,9.8612
东城,2,71.3,有厅,中,是,是,9.8598
东城,2,71.37,有厅,中,是,是,9.8081
东城,3,108.44,有厅,中,是,是,9.775
东城,2,71.37,有厅,中,是,是,9.4998
东城,2,49.71,有厅,高,是,是,9.7566
海淀,1,72.8,有厅,中,是,否,6.7033
海淀,2,118.1,有厅,低,是,否,5.9696
海淀,4,216.2,有厅,高,是,否,5.3192
海淀,2,57,有厅,中,是,否,7.2808
海淀,3,72.08,有厅,低,是,否,7.2143
海淀,3,89.06,有厅,高,是,否,7.1638
海淀,2,62.9,有厅,高,是,否,6.9794
海淀,2,76.58,有厅,低,是,否,6.7903
海淀,2,61,有厅,中,是,否,6.5574
海淀,3,79,有厅,中,是,否,6.4431
海淀,2,56.1,有厅,高,是,否,6.3459
海淀,2,56.1,有厅,高,是,否,6.2924
海淀,3,117.1,有厅,中,是,否,4.8677
海淀,3,127.89,有厅,高,是,否,4.6134
海淀,3,84.88,有厅,高,是,否,6.4798
海淀,2,58.09,有厅,高,是,否,5.767
海淀,2,78.79,有厅,高,是,否,6.3206
海淀,2,73.4,有厅,高,是,否,6.1308
海淀,3,167,有厅,中,是,否,4.4911
海淀,1,41.7,有厅,高,是,否,6.2351
海淀,3,70.6,有厅,高,是,是,7.7904
海淀,3,70.6,有厅,中,是,是,7.7621
海淀,1,41.5,有厅,高,是,是,7.735
海淀,3,70.6,有厅,中,是,是,7.578
海淀,1,42.7,有厅,高,是,是,7.4942
海淀,3,71,有厅,中,是,是,7.4648
海淀,3,70.6,有厅,中,是,是,7.3655
海淀,2,65.9,有厅,中,是,是,7.3597
海淀,2,56,有厅,高,是,是,7.2322
海淀,3,76.8,有厅,高,是,是,7.1615
海淀,3,71.6,有厅,中,是,是,7.123
海淀,1,49.92,有厅,中,是,是,7.0113
海淀,3,70.6,有厅,高,是,是,6.9406
海淀,3,77.88,有厅,中,是,是,6.9338
海淀,2,62,有厅,高,是,是,6.8871
海淀,2,62.4,有厅,高,是,是,6.7308
海淀,3,85,有厅,低,是,是,6.4706
海淀,1,50.08,有厅,低,是,是,6.29
海淀,3,77.88,有厅,低,是,是,6.1634
西城,1,43.5,有厅,低,是,是,14.8966
西城,2,60.9,有厅,高,是,是,13.4647
西城,2,60.9,有厅,中,是,是,13.4647
西城,2,65.5,有厅,中,是,是,13.4352
西城,2,65.3,有厅,低,是,是,13.17
西城,2,65.5,有厅,低,是,是,12.9771
西城,2,65.5,有厅,高,是,是,12.9771
西城,2,65.3,有厅,中,是,是,12.7872
西城,3,82,有厅,低,是,是,9.7561
西城,3,82,有厅,中,是,是,9
西城,3,128.2,有厅,低,是,是,8.9704
西城,3,74.6,有厅,中,是,是,8.5121
西城,3,82,有厅,中,是,是,8.4147
海淀,3,56.9,无厅,中,是,是,7.0124
海淀,2,53.75,有厅,中,否,否,5.3954
朝阳,2,58.53,无厅,高,是,否,3.2292
朝阳,2,56.1,有厅,低,是,否,3.6542
东城,1,43.06,有厅,高,是,否,8.3605
东城,1,44.46,无厅,高,是,否,8.2322
东城,2,58,有厅,中,是,是,7.8449
东城,2,80,有厅,中,是,是,7.75
东城,2,80,有厅,中,是,是,7.5
东城,1,47.56,无厅,中,是,是,7.4643
东城,2,57.27,无厅,中,是,是,7.456
东城,2,58.24,有厅,高,是,是,7.2116
东城,1,46,有厅,中,是,是,7.174
东城,2,59,有厅,高,是,是,7.1187
东城,3,80.4,有厅,高,是,是,7.0896
东城,3,114,有厅,低,是,否,7.0176
东城,3,114,有厅,高,是,否,7
东城,3,109,有厅,高,是,否,6.9725
东城,3,110.54,有厅,高,是,否,6.6945
东城,3,75,有厅,高,是,是,6.6667
东城,3,105,有厅,高,是,是,6.4953
东城,3,98,有厅,高,是,否,6.4286
东城,2,75,有厅,高,是,是,6.4
东城,4,226,有厅,低,是,否,6.239
东城,5,225,有厅,高,是,否,6
西城,2,92.39,有厅,低,是,否,6.7107
西城,3,130,有厅,中,是,否,6.1539
西城,3,135,有厅,低,是,否,6
西城,2,60,有厅,高,是,否,6
丰台,1,68,有厅,低,是,否,4.4118
朝阳,3,178.47,有厅,低,否,否,7.5643
朝阳,2,152.87,有厅,高,否,否,7.1957
朝阳,3,184.28,有厅,高,否,否,7.0545
朝阳,4,297,有厅,低,否,否,7.6095
朝阳,2,146.44,有厅,低,否,否,7.8531
朝阳,4,255.29,有厅,高,否,否,7.8343
朝阳,2,91,有厅,低,否,否,5.055
朝阳,2,79.35,有厅,中,否,否,5.0158
朝阳,2,79.35,有厅,低,否,否,4.915
朝阳,2,88.13,有厅,高,否,否,4.8792
朝阳,3,130.24,有厅,高,否,否,4.8757
朝阳,2,79.35,有厅,低,否,否,4.852
朝阳,2,79.35,有厅,低,否,否,4.852
朝阳,2,88.73,有厅,高,否,否,4.7335
朝阳,2,98.89,有厅,低,否,否,4.7225
朝阳,2,100,有厅,低,否,否,4.68
朝阳,2,80.23,有厅,高,否,否,4.6741
朝阳,2,80.45,有厅,高,否,否,4.6613
朝阳,2,80.45,有厅,高,否,否,4.6613
朝阳,2,80.34,有厅,低,否,否,4.6055
朝阳,2,80.34,有厅,高,否,否,4.3565
朝阳,3,115,有厅,低,否,否,4.3479
丰台,3,160,有厅,高,是,否,4.375
丰台,3,146.65,有厅,中,是,否,3.8187
丰台,2,121,有厅,中,是,否,3.5538
丰台,2,92.36,有厅,高,是,否,3.7896
朝阳,2,89.36,有厅,中,是,否,5.7073
朝阳,3,102.16,有厅,低,是,否,5.5306
朝阳,1,58.93,有厅,低,是,否,5.4302
丰台,2,104.78,有厅,高,是,否,3.6267
丰台,3,135,有厅,低,是,否,3.0741
丰台,2,85,有厅,中,是,否,3.7648
丰台,2,54.7,无厅,中,是,否,3.6564
丰台,2,76.73,有厅,低,是,否,3.3886
丰台,4,149.3,有厅,高,是,否,3.0141
丰台,4,149,有厅,高,是,否,2.7383
朝阳,2,88.12,有厅,中,否,是,5.7876
朝阳,3,116.98,有厅,低,否,是,5.3001
朝阳,2,89.6,有厅,低,否,是,5.0224
朝阳,3,143.36,有厅,低,否,是,4.8829
朝阳,4,182,有厅,高,否,是,4.5055
朝阳,4,164.55,有厅,中,否,是,4.4242
朝阳,2,109.9,有厅,中,否,是,5.6415
朝阳,2,105.1,有厅,高,否,是,5.5186
朝阳,2,90.29,有厅,中,否,是,5.4824
朝阳,2,74.7,有厅,中,否,是,5.5154
朝阳,3,119.33,有厅,高,否,是,4.5672
丰台,3,148,有厅,高,是,否,8.7838
丰台,4,102,有厅,高,是,否,6.6667
丰台,3,147.14,有厅,高,是,否,5.9943
丰台,3,151,有厅,中,是,否,5.9603
丰台,3,147,有厅,高,是,否,5.6463
丰台,3,149.65,有厅,中,是,否,5.5998
丰台,1,71.47,有厅,高,是,否,5.5968
丰台,3,148.05,有厅,中,是,否,5.5387
丰台,3,121.13,有厅,中,是,否,5.4487
丰台,3,115.68,有厅,低,是,否,5.3597
丰台,2,101.94,有厅,低,是,否,5.1011
丰台,3,116.43,有厅,低,是,否,5.0503
丰台,3,164.76,有厅,高,是,否,4.977
丰台,2,101.31,有厅,高,是,否,4.738
朝阳,2,49.29,有厅,高,是,否,7.7095
丰台,1,46.06,有厅,中,是,否,5.3192
丰台,1,55.45,有厅,低,是,否,5.23
丰台,3,81.3,有厅,中,是,否,5.1661
丰台,1,62.6,有厅,低,是,否,4.7125
丰台,2,71.85,有厅,中,是,否,4.593
丰台,1,47,有厅,中,是,否,4.9362
